Transaction,Item,date_time
5041,Tea,21-01-2017 10:59
5041,Alfajores,21-01-2017 10:59
5042,Cake,21-01-2017 11:09
5043,Coffee,21-01-2017 11:11
5043,Coffee,21-01-2017 11:11
5043,Toast,21-01-2017 11:11
5043,Tiffin,21-01-2017 11:11
5044,Brownie,21-01-2017 11:13
5045,Pastry,21-01-2017 11:16
5046,Afternoon with the baker,21-01-2017 11:19
5047,Farm House,21-01-2017 11:32
5048,Coffee,21-01-2017 11:35
5048,Coffee,21-01-2017 11:35
5048,Coke,21-01-2017 11:35
5048,Juice,21-01-2017 11:35
5048,Cake,21-01-2017 11:35
5049,Bread,21-01-2017 11:37
5049,Tiffin,21-01-2017 11:37
5049,Cookies,21-01-2017 11:37
5050,Scone,21-01-2017 11:38
5050,Cake,21-01-2017 11:38
5050,Coffee,21-01-2017 11:38
5051,Coffee,21-01-2017 11:41
5052,Coffee,21-01-2017 11:42
5052,Coffee,21-01-2017 11:42
5052,Alfajores,21-01-2017 11:42
5052,Tiffin,21-01-2017 11:42
5052,Brownie,21-01-2017 11:42
5052,Bread,21-01-2017 11:42
5054,Coffee,21-01-2017 11:43
5054,Medialuna,21-01-2017 11:43
5054,Cake,21-01-2017 11:43
5055,Granola,21-01-2017 11:44
5055,Coffee,21-01-2017 11:44
5056,Cake,21-01-2017 11:49
5056,Hot chocolate,21-01-2017 11:49
5057,Tea,21-01-2017 11:52
5057,Scone,21-01-2017 11:52
5057,Tiffin,21-01-2017 11:52
5058,Bread,21-01-2017 11:56
5059,Tea,21-01-2017 12:02
5060,Coffee,21-01-2017 12:04
5060,Bread,21-01-2017 12:04
5061,Coffee,21-01-2017 12:10
5061,Coffee,21-01-2017 12:10
5061,Juice,21-01-2017 12:10
5061,Cake,21-01-2017 12:10
5061,Scone,21-01-2017 12:10
5061,Toast,21-01-2017 12:10
5062,Jammie Dodgers,21-01-2017 12:12
5062,Scone,21-01-2017 12:12
5062,Tiffin,21-01-2017 12:12
5062,Bread,21-01-2017 12:12
5062,Hot chocolate,21-01-2017 12:12
5062,Tea,21-01-2017 12:12
5062,Coffee,21-01-2017 12:12
5063,Scandinavian,21-01-2017 12:18
5064,Afternoon with the baker,21-01-2017 12:32
5065,Bread,21-01-2017 12:33
5066,Cookies,21-01-2017 12:34
5067,Bread,21-01-2017 12:34
5068,Bread,21-01-2017 12:38
5069,Spanish Brunch,21-01-2017 12:42
5069,Coffee,21-01-2017 12:42
5070,Scandinavian,21-01-2017 12:43
5071,Scandinavian,21-01-2017 12:45
5072,Brownie,21-01-2017 12:48
5072,Scone,21-01-2017 12:48
5073,Jammie Dodgers,21-01-2017 12:54
5073,Cake,21-01-2017 12:54
5075,Sandwich,21-01-2017 13:03
5076,Hot chocolate,21-01-2017 13:05
5077,Coffee,21-01-2017 13:07
5077,Coffee,21-01-2017 13:07
5078,Coffee,21-01-2017 13:19
5078,Tea,21-01-2017 13:19
5079,Sandwich,21-01-2017 13:51
5079,Cake,21-01-2017 13:51
5079,Smoothies,21-01-2017 13:51
5079,Bread,21-01-2017 13:51
5080,Spanish Brunch,21-01-2017 13:58
5080,Sandwich,21-01-2017 13:58
5080,Coffee,21-01-2017 13:58
5080,Truffles,21-01-2017 13:58
5081,Cookies,21-01-2017 14:01
5082,Sandwich,21-01-2017 14:06
5082,Toast,21-01-2017 14:06
5082,Tea,21-01-2017 14:06
5082,Fudge,21-01-2017 14:06
5083,Coffee,21-01-2017 14:06
5083,Jammie Dodgers,21-01-2017 14:06
5084,Cake,21-01-2017 14:07
5084,Jammie Dodgers,21-01-2017 14:07
5086,Frittata,21-01-2017 14:10
5086,Bread,21-01-2017 14:10
5087,Coffee,21-01-2017 14:30
5088,Afternoon with the baker,21-01-2017 14:35
5089,Raspberry shortbread sandwich,21-01-2017 14:37
5089,Bread,21-01-2017 14:37
5089,Coffee,21-01-2017 14:37
5090,Sandwich,21-01-2017 14:39
5090,Extra Salami or Feta,21-01-2017 14:39
5090,Tea,21-01-2017 14:39
5090,Bread,21-01-2017 14:39
5090,Cake,21-01-2017 14:39
5092,Tea,21-01-2017 14:42
5092,Duck egg,21-01-2017 14:42
5093,Scandinavian,21-01-2017 14:56
5094,Coffee,21-01-2017 14:59
5094,Hot chocolate,21-01-2017 14:59
5094,Brownie,21-01-2017 14:59
5095,Spanish Brunch,21-01-2017 15:02
5095,Bread,21-01-2017 15:02
5096,Bread,21-01-2017 15:11
5096,Coffee,21-01-2017 15:11
5097,Jam,21-01-2017 15:13
5098,Coffee,21-01-2017 15:23
5098,Frittata,21-01-2017 15:23
5098,Scone,21-01-2017 15:23
5099,Coffee,21-01-2017 15:25
5099,Coffee,21-01-2017 15:25
5099,Cake,21-01-2017 15:25
5099,Bread,21-01-2017 15:25
5100,Coffee,21-01-2017 15:26
5100,Hot chocolate,21-01-2017 15:26
5100,Cake,21-01-2017 15:26
5100,Brownie,21-01-2017 15:26
5100,Extra Salami or Feta,21-01-2017 15:26
5101,Fudge,21-01-2017 15:37
5102,Coffee,21-01-2017 15:39
5103,Hot chocolate,21-01-2017 15:41
5103,Bread,21-01-2017 15:41
5103,Scone,21-01-2017 15:41
5104,Cake,21-01-2017 15:49
5105,Bread,21-01-2017 15:53
5105,Bread,21-01-2017 15:53
5105,Frittata,21-01-2017 15:53
5106,Coffee,21-01-2017 15:55
5106,Bread,21-01-2017 15:55
5107,Brownie,21-01-2017 16:00
5108,Cake,21-01-2017 16:06
5108,Muffin,21-01-2017 16:06
5109,Cake,21-01-2017 16:07
5110,Hot chocolate,21-01-2017 16:07
5110,Coffee,21-01-2017 16:07
5111,Tea,21-01-2017 16:13
5111,Frittata,21-01-2017 16:13
5112,Coffee,21-01-2017 16:38
5113,Tea,21-01-2017 16:41
5113,Hot chocolate,21-01-2017 16:41
5113,Juice,21-01-2017 16:41
5113,Cookies,21-01-2017 16:41
5114,Cake,21-01-2017 16:45
5114,Bread,21-01-2017 16:45
5114,Hot chocolate,21-01-2017 16:45
5115,Bread,22-01-2017 09:16
5116,Scone,22-01-2017 09:24
5116,Cookies,22-01-2017 09:24
5116,Coffee,22-01-2017 09:24
5116,Juice,22-01-2017 09:24
5117,Coffee,22-01-2017 09:36
5117,Coffee,22-01-2017 09:36
5117,Brownie,22-01-2017 09:36
5117,Scone,22-01-2017 09:36
5118,Coffee,22-01-2017 09:39
5119,Tea,22-01-2017 09:49
5119,Raspberry shortbread sandwich,22-01-2017 09:49
5120,Afternoon with the baker,22-01-2017 09:55
5121,Hot chocolate,22-01-2017 09:57
5121,Coffee,22-01-2017 09:57
5121,Tea,22-01-2017 09:57
5121,Alfajores,22-01-2017 09:57
5121,Pastry,22-01-2017 09:57
5121,Tiffin,22-01-2017 09:57
5122,Coffee,22-01-2017 10:02
5122,Medialuna,22-01-2017 10:02
5123,Toast,22-01-2017 10:04
5123,Coffee,22-01-2017 10:04
5124,Coffee,22-01-2017 10:05
5125,Coffee,22-01-2017 10:11
5125,Coffee,22-01-2017 10:11
5125,Toast,22-01-2017 10:11
5126,Coffee,22-01-2017 10:12
5127,Bread,22-01-2017 10:14
5127,Coffee,22-01-2017 10:14
5127,Bread,22-01-2017 10:14
5128,Bread,22-01-2017 10:15
5128,Eggs,22-01-2017 10:15
5129,Bread,22-01-2017 10:33
5130,Bread,22-01-2017 10:50
5130,Bread,22-01-2017 10:50
5130,Coffee,22-01-2017 10:50
5130,Scone,22-01-2017 10:50
5130,Frittata,22-01-2017 10:50
5131,Medialuna,22-01-2017 10:50
5132,Bread,22-01-2017 10:51
5133,Coffee,22-01-2017 10:53
5133,Bread,22-01-2017 10:53
5133,Bread,22-01-2017 10:53
5134,Coffee,22-01-2017 10:55
5134,Coffee,22-01-2017 10:55
5134,Toast,22-01-2017 10:55
5135,Medialuna,22-01-2017 11:05
5136,Scone,22-01-2017 11:14
5137,Tea,22-01-2017 11:18
5137,Coffee,22-01-2017 11:18
5137,Toast,22-01-2017 11:18
5137,Bread,22-01-2017 11:18
5138,Bread,22-01-2017 11:23
5138,Alfajores,22-01-2017 11:23
5139,Coffee,22-01-2017 11:27
5139,Cake,22-01-2017 11:27
5140,Coffee,22-01-2017 11:35
5140,Cake,22-01-2017 11:35
5140,Bread,22-01-2017 11:35
5141,Bread,22-01-2017 11:37
5141,Coffee,22-01-2017 11:37
5141,Tea,22-01-2017 11:37
5142,Hot chocolate,22-01-2017 11:39
5142,Cake,22-01-2017 11:39
5142,Bread,22-01-2017 11:39
5143,Tea,22-01-2017 11:41
5144,Alfajores,22-01-2017 12:02
5144,Coffee,22-01-2017 12:02
5145,Hot chocolate,22-01-2017 12:04
5145,Coffee,22-01-2017 12:04
5146,Hot chocolate,22-01-2017 12:10
5146,Smoothies,22-01-2017 12:10
5146,The Nomad,22-01-2017 12:10
5146,Bread,22-01-2017 12:10
5146,Afternoon with the baker,22-01-2017 12:10
5147,Tea,22-01-2017 12:10
5148,Bread,22-01-2017 12:17
5149,Jammie Dodgers,22-01-2017 12:28
5150,The Nomad,22-01-2017 12:35
5150,Juice,22-01-2017 12:35
5150,Coffee,22-01-2017 12:35
5150,Coffee,22-01-2017 12:35
5151,Bread,22-01-2017 12:44
5151,Scone,22-01-2017 12:44
5151,Pastry,22-01-2017 12:44
5151,Cake,22-01-2017 12:44
5151,Bread,22-01-2017 12:44
5152,Coffee,22-01-2017 12:53
5152,Scone,22-01-2017 12:53
5152,Sandwich,22-01-2017 12:53
5153,Coffee,22-01-2017 12:55
5153,Cake,22-01-2017 12:55
5153,Pastry,22-01-2017 12:55
5154,Tea,22-01-2017 12:58
5154,Cookies,22-01-2017 12:58
5154,Soup,22-01-2017 12:58
5155,Hot chocolate,22-01-2017 13:00
5155,Bread,22-01-2017 13:00
5155,Cake,22-01-2017 13:00
5155,Jammie Dodgers,22-01-2017 13:00
5156,Soup,22-01-2017 13:00
5157,Salad,22-01-2017 13:01
5158,Pastry,22-01-2017 13:08
5158,Frittata,22-01-2017 13:08
5159,Bread,22-01-2017 13:12
5160,Alfajores,22-01-2017 13:20
5160,Jammie Dodgers,22-01-2017 13:20
5160,Cake,22-01-2017 13:20
5160,Tiffin,22-01-2017 13:20
5160,Cake,22-01-2017 13:20
5161,Soup,22-01-2017 13:38
5161,Salad,22-01-2017 13:38
5161,Extra Salami or Feta,22-01-2017 13:38
5161,Sandwich,22-01-2017 13:38
5161,Coffee,22-01-2017 13:38
5161,Coffee,22-01-2017 13:38
5161,Coffee,22-01-2017 13:38
5162,Coffee,22-01-2017 13:42
5162,Coffee,22-01-2017 13:42
5162,Alfajores,22-01-2017 13:42
5163,Cake,22-01-2017 14:03
5164,Tea,22-01-2017 14:07
5164,Tea,22-01-2017 14:07
5165,Smoothies,22-01-2017 14:13
5165,Tea,22-01-2017 14:13
5165,Hot chocolate,22-01-2017 14:13
5165,Jammie Dodgers,22-01-2017 14:13
5166,Coffee,22-01-2017 14:15
5166,Bread,22-01-2017 14:15
5167,Toast,22-01-2017 14:37
5167,Soup,22-01-2017 14:37
5167,Coffee,22-01-2017 14:37
5167,Juice,22-01-2017 14:37
5168,Alfajores,22-01-2017 14:40
5168,Coffee,22-01-2017 14:40
5168,Bread,22-01-2017 14:40
5169,Coffee,22-01-2017 14:41
5169,Coffee,22-01-2017 14:41
5169,Spanish Brunch,22-01-2017 14:41
5169,Duck egg,22-01-2017 14:41
5170,Soup,22-01-2017 14:49
5170,Coffee,22-01-2017 14:49
5170,Cake,22-01-2017 14:49
5171,Coffee,22-01-2017 14:50
5172,Sandwich,22-01-2017 15:10
5173,Coffee,22-01-2017 15:11
5173,Coffee,22-01-2017 15:11
5173,Sandwich,22-01-2017 15:11
5173,Sandwich,22-01-2017 15:11
5174,Tea,22-01-2017 15:24
5174,Toast,22-01-2017 15:24
5175,Coffee,22-01-2017 15:26
5176,Truffles,22-01-2017 15:28
5176,Juice,22-01-2017 15:28
5176,Bread,22-01-2017 15:28
5176,Jammie Dodgers,22-01-2017 15:28
5176,Cake,22-01-2017 15:28
5176,Medialuna,22-01-2017 15:28
5177,Coffee,22-01-2017 15:46
5177,Jammie Dodgers,22-01-2017 15:46
5178,Bread,22-01-2017 15:57
5179,Smoothies,22-01-2017 15:59
5179,Tea,22-01-2017 15:59
5179,Bread,22-01-2017 15:59
5179,Fudge,22-01-2017 15:59
5180,Bread,23-01-2017 08:50
5181,Bread,23-01-2017 08:59
5182,Coffee,23-01-2017 09:04
5182,Coffee,23-01-2017 09:04
5183,Coffee,23-01-2017 09:05
5184,Hot chocolate,23-01-2017 09:40
5184,Toast,23-01-2017 09:40
5185,Tea,23-01-2017 09:43
5185,Hot chocolate,23-01-2017 09:43
5185,Sandwich,23-01-2017 09:43
5187,Tea,23-01-2017 10:33
5187,Coffee,23-01-2017 10:33
5187,Hot chocolate,23-01-2017 10:33
5188,Cake,23-01-2017 11:17
5189,Coffee,23-01-2017 11:28
5189,Coffee,23-01-2017 11:28
5189,Toast,23-01-2017 11:28
5189,Extra Salami or Feta,23-01-2017 11:28
5189,Cake,23-01-2017 11:28
5190,Bread,23-01-2017 11:32
5190,Coffee,23-01-2017 11:32
5190,Pastry,23-01-2017 11:32
5191,Coffee,23-01-2017 11:52
5191,Toast,23-01-2017 11:52
5192,Sandwich,23-01-2017 12:18
5192,Bread,23-01-2017 12:18
5193,Coffee,23-01-2017 12:19
5194,Sandwich,23-01-2017 12:30
5194,Cake,23-01-2017 12:30
5194,Hot chocolate,23-01-2017 12:30
5195,Farm House,23-01-2017 12:32
5195,Pastry,23-01-2017 12:32
5196,Coffee,23-01-2017 12:33
5196,Soup,23-01-2017 12:33
5197,Soup,23-01-2017 12:37
5197,Bread,23-01-2017 12:37
5198,Tea,23-01-2017 12:42
5198,Tea,23-01-2017 12:42
5199,Cake,23-01-2017 12:45
5199,Frittata,23-01-2017 12:45
5200,Tea,23-01-2017 12:47
5200,Coffee,23-01-2017 12:47
5200,Cake,23-01-2017 12:47
5201,Cookies,23-01-2017 12:55
5201,Cake,23-01-2017 12:55
5202,Tea,23-01-2017 12:55
5202,Cake,23-01-2017 12:55
5202,Cake,23-01-2017 12:55
5203,Cake,23-01-2017 12:57
5204,Cookies,23-01-2017 13:01
5205,Cake,23-01-2017 13:06
5205,Cookies,23-01-2017 13:06
5205,Sandwich,23-01-2017 13:06
5205,Soup,23-01-2017 13:06
5205,Coffee,23-01-2017 13:06
5205,Tea,23-01-2017 13:06
5206,Tea,23-01-2017 13:08
5206,Cookies,23-01-2017 13:08
5207,Bread,23-01-2017 13:28
5208,Sandwich,23-01-2017 13:42
5208,Sandwich,23-01-2017 13:42
5208,Coke,23-01-2017 13:42
5208,Cake,23-01-2017 13:42
5208,Crisps,23-01-2017 13:42
5209,Coffee,23-01-2017 13:44
5209,Soup,23-01-2017 13:44
5210,Spanish Brunch,23-01-2017 13:50
5210,Tea,23-01-2017 13:50
5210,Bread,23-01-2017 13:50
5210,Cake,23-01-2017 13:50
5211,Coffee,23-01-2017 13:51
5212,Bread,23-01-2017 13:55
5213,Coffee,23-01-2017 14:08
5214,Coffee,23-01-2017 14:12
5215,Coffee,23-01-2017 14:22
5215,Bread,23-01-2017 14:22
5216,Bread,23-01-2017 14:57
5216,Coffee,23-01-2017 14:57
5216,Cake,23-01-2017 14:57
5217,Coffee,23-01-2017 15:04
5217,Coffee,23-01-2017 15:04
5217,Medialuna,23-01-2017 15:04
5218,Cake,23-01-2017 15:14
5219,Soup,23-01-2017 15:25
5219,Coffee,23-01-2017 15:25
5219,Coffee,23-01-2017 15:25
5219,Coffee,23-01-2017 15:25
5219,Cake,23-01-2017 15:25
5220,Alfajores,23-01-2017 15:33
5220,Coffee,23-01-2017 15:33
5221,Coffee,23-01-2017 15:46
5221,Chicken Stew,23-01-2017 15:46
5221,Juice,23-01-2017 15:46
5222,Coffee,23-01-2017 16:14
5222,Hot chocolate,23-01-2017 16:14
5222,Cake,23-01-2017 16:14
5223,Cookies,23-01-2017 16:18
5223,Hot chocolate,23-01-2017 16:18
5223,Tea,23-01-2017 16:18
5223,Toast,23-01-2017 16:18
5224,Coffee,23-01-2017 16:39
5225,Hot chocolate,23-01-2017 16:40
5225,Coffee,23-01-2017 16:40
5225,Coffee,23-01-2017 16:40
5225,Cake,23-01-2017 16:40
5225,Cookies,23-01-2017 16:40
5226,Hot chocolate,23-01-2017 16:51
5226,Cake,23-01-2017 16:51
5227,Bread,24-01-2017 08:39
5228,Bread,24-01-2017 08:42
5229,Bread,24-01-2017 08:43
5230,Coffee,24-01-2017 09:07
5230,Coffee,24-01-2017 09:07
5230,Pastry,24-01-2017 09:07
5231,Coffee,24-01-2017 09:11
5232,Coffee,24-01-2017 09:14
5232,Scandinavian,24-01-2017 09:14
5232,Focaccia,24-01-2017 09:14
5233,Bread,24-01-2017 09:20
5234,Coffee,24-01-2017 10:00
5234,Coffee,24-01-2017 10:00
5235,Coffee,24-01-2017 10:24
5236,Coffee,24-01-2017 10:42
5237,Coffee,24-01-2017 10:50
5238,Bread,24-01-2017 10:53
5238,Cookies,24-01-2017 10:53
5239,Scandinavian,24-01-2017 11:04
5240,Scandinavian,24-01-2017 11:04
5241,Scandinavian,24-01-2017 11:05
5242,Farm House,24-01-2017 11:13
5243,Coffee,24-01-2017 11:16
5243,Coffee,24-01-2017 11:16
5244,Bread,24-01-2017 11:19
5245,Farm House,24-01-2017 11:21
5247,Coffee,24-01-2017 11:36
5247,Vegan mincepie,24-01-2017 11:36
5248,Coffee,24-01-2017 11:37
5249,Coffee,24-01-2017 11:38
5249,Medialuna,24-01-2017 11:38
5249,Bread,24-01-2017 11:38
5250,Muffin,24-01-2017 11:53
5250,Pastry,24-01-2017 11:53
5250,Coffee,24-01-2017 11:53
5250,Tea,24-01-2017 11:53
5251,Cake,24-01-2017 11:56
5252,Chicken Stew,24-01-2017 12:00
5253,Tea,24-01-2017 12:06
5254,Soup,24-01-2017 12:09
5255,Bread,24-01-2017 12:13
5255,Coffee,24-01-2017 12:13
5255,Salad,24-01-2017 12:13
5255,Spanish Brunch,24-01-2017 12:13
5256,Coke,24-01-2017 12:15
5257,Tea,24-01-2017 12:20
5258,Chicken Stew,24-01-2017 12:24
5259,Bread,24-01-2017 12:30
5260,Tea,24-01-2017 12:38
5260,Coffee,24-01-2017 12:38
5260,Soup,24-01-2017 12:38
5260,Art Tray,24-01-2017 12:38
5261,Bread,24-01-2017 12:43
5261,Focaccia,24-01-2017 12:43
5261,Medialuna,24-01-2017 12:43
5261,Cookies,24-01-2017 12:43
5261,Coffee,24-01-2017 12:43
5262,Bread,24-01-2017 12:46
5263,Soup,24-01-2017 13:06
5264,Chicken Stew,24-01-2017 13:14
5264,Art Tray,24-01-2017 13:14
5264,Pastry,24-01-2017 13:14
5264,Truffles,24-01-2017 13:14
5264,Coffee,24-01-2017 13:14
5264,Coke,24-01-2017 13:14
5264,Bread,24-01-2017 13:14
5265,Bread,24-01-2017 13:17
5265,Focaccia,24-01-2017 13:17
5267,Frittata,24-01-2017 13:23
5267,Tea,24-01-2017 13:23
5268,Coffee,24-01-2017 13:24
5268,Chicken Stew,24-01-2017 13:24
5268,Art Tray,24-01-2017 13:24
5269,Bread,24-01-2017 13:27
5269,Scandinavian,24-01-2017 13:27
5271,Tea,24-01-2017 13:32
5271,Tea,24-01-2017 13:32
5271,Spanish Brunch,24-01-2017 13:32
5271,Salad,24-01-2017 13:32
5272,Cake,24-01-2017 13:45
5273,Coffee,24-01-2017 13:50
5273,Coffee,24-01-2017 13:50
5273,Hot chocolate,24-01-2017 13:50
5274,Spanish Brunch,24-01-2017 13:52
5274,Juice,24-01-2017 13:52
5274,Truffles,24-01-2017 13:52
5275,Coffee,24-01-2017 14:07
5275,Pastry,24-01-2017 14:07
5276,Cake,24-01-2017 14:12
5277,Fudge,24-01-2017 14:20
5277,Sandwich,24-01-2017 14:20
5278,Muffin,24-01-2017 14:25
5278,Cookies,24-01-2017 14:25
5279,Bread,24-01-2017 14:49
5279,Bread,24-01-2017 14:49
5280,Coffee,24-01-2017 15:03
5281,Coffee,24-01-2017 15:08
5281,Cake,24-01-2017 15:08
5282,Tea,24-01-2017 15:25
5282,Chicken Stew,24-01-2017 15:25
5283,Bread,24-01-2017 16:08
5283,Coffee,24-01-2017 16:08
5283,Cake,24-01-2017 16:08
5284,Bread,24-01-2017 16:18
5284,Cake,24-01-2017 16:18
5285,Bread,24-01-2017 16:23
5286,Coffee,24-01-2017 16:29
5286,Bread,24-01-2017 16:29
5287,Coffee,24-01-2017 16:40
5287,Pastry,24-01-2017 16:40
5288,Tea,24-01-2017 17:09
5288,Cake,24-01-2017 17:09
5289,Bread,25-01-2017 08:40
5290,Bread,25-01-2017 08:47
5291,Coffee,25-01-2017 08:50
5291,Toast,25-01-2017 08:50
5292,Coffee,25-01-2017 08:53
5293,Bread,25-01-2017 09:21
5293,Medialuna,25-01-2017 09:21
5294,Eggs,25-01-2017 09:44
5294,Coffee,25-01-2017 09:44
5294,Pastry,25-01-2017 09:44
5295,Coffee,25-01-2017 09:47
5296,Scandinavian,25-01-2017 10:51
5296,Cookies,25-01-2017 10:51
5297,Bread,25-01-2017 10:53
5298,Bread,25-01-2017 10:54
5299,Bread,25-01-2017 10:59
5300,Medialuna,25-01-2017 11:18
5301,Farm House,25-01-2017 11:26
5302,Baguette,25-01-2017 11:27
5302,Bread,25-01-2017 11:27
5303,Bread,25-01-2017 11:30
5304,Baguette,25-01-2017 11:31
5305,Soup,25-01-2017 12:05
5306,Tea,25-01-2017 12:11
5307,Coffee,25-01-2017 12:36
5307,Tea,25-01-2017 12:36
5307,Cookies,25-01-2017 12:36
5307,Pastry,25-01-2017 12:36
5308,Bread,25-01-2017 12:41
5309,Bread,25-01-2017 12:43
5310,Coffee,25-01-2017 12:49
5310,Tea,25-01-2017 12:49
5310,Sandwich,25-01-2017 12:49
5310,Chicken Stew,25-01-2017 12:49
5311,Sandwich,25-01-2017 12:54
5311,Coffee,25-01-2017 12:54
5311,Coke,25-01-2017 12:54
5312,Sandwich,25-01-2017 12:56
5313,Sandwich,25-01-2017 12:57
5314,Coffee,25-01-2017 13:07
5315,Bread,25-01-2017 13:49
5316,Sandwich,25-01-2017 13:54
5316,Tea,25-01-2017 13:54
5316,Coffee,25-01-2017 13:54
5317,Hot chocolate,25-01-2017 14:10
5317,Bread,25-01-2017 14:10
5318,Tea,25-01-2017 14:38
5318,The Nomad,25-01-2017 14:38
5318,Cake,25-01-2017 14:38
5319,Bread,25-01-2017 14:39
5319,Tea,25-01-2017 14:39
5319,Soup,25-01-2017 14:39
5320,Tea,25-01-2017 14:41
5320,Soup,25-01-2017 14:41
5320,Sandwich,25-01-2017 14:41
5320,Medialuna,25-01-2017 14:41
5321,Coffee,25-01-2017 14:57
5321,Tea,25-01-2017 14:57
5321,Cake,25-01-2017 14:57
5322,Sandwich,25-01-2017 14:59
5323,Tea,25-01-2017 15:18
5324,Coke,25-01-2017 15:19
5325,Bread,25-01-2017 15:21
5326,Tea,25-01-2017 15:28
5327,Juice,25-01-2017 15:29
5327,Cake,25-01-2017 15:29
5328,Cake,25-01-2017 15:58
5328,Coffee,25-01-2017 15:58
5329,Muffin,25-01-2017 16:33
5336,Bread,26-01-2017 08:45
5337,Bread,26-01-2017 08:54
5337,Medialuna,26-01-2017 08:54
5338,Tea,26-01-2017 09:15
5339,Bread,26-01-2017 09:36
5339,Coffee,26-01-2017 09:36
5340,Bread,26-01-2017 09:36
5341,Farm House,26-01-2017 09:48
5342,Bread,26-01-2017 09:49
5342,Coffee,26-01-2017 09:49
5342,Tea,26-01-2017 09:49
5342,Cookies,26-01-2017 09:49
5342,Hot chocolate,26-01-2017 09:49
5343,Coffee,26-01-2017 09:51
5344,Coffee,26-01-2017 10:40
5345,Bread,26-01-2017 10:46
5345,Muffin,26-01-2017 10:46
5345,Coffee,26-01-2017 10:46
5346,Muffin,26-01-2017 11:00
5347,Cookies,26-01-2017 11:05
5347,Juice,26-01-2017 11:05
5348,Cookies,26-01-2017 11:07
5348,Cookies,26-01-2017 11:07
5348,Coffee,26-01-2017 11:07
5348,Hot chocolate,26-01-2017 11:07
5349,Tea,26-01-2017 11:09
5349,Muffin,26-01-2017 11:09
5349,Cake,26-01-2017 11:09
5349,Juice,26-01-2017 11:09
5349,Coffee,26-01-2017 11:09
5350,Tea,26-01-2017 11:11
5350,Muffin,26-01-2017 11:11
5350,Cake,26-01-2017 11:11
5350,Juice,26-01-2017 11:11
5350,Coffee,26-01-2017 11:11
5352,Coffee,26-01-2017 11:17
5353,Bread,26-01-2017 11:18
5353,Coffee,26-01-2017 11:18
5353,Toast,26-01-2017 11:18
5354,Coffee,26-01-2017 11:19
5354,Hot chocolate,26-01-2017 11:19
5354,Art Tray,26-01-2017 11:19
5354,Sandwich,26-01-2017 11:19
5355,Juice,26-01-2017 11:20
5355,Tea,26-01-2017 11:20
5355,Muffin,26-01-2017 11:20
5356,Coffee,26-01-2017 11:35
5356,Coffee,26-01-2017 11:35
5357,Coffee,26-01-2017 11:54
5358,Coffee,26-01-2017 12:13
5358,Coffee,26-01-2017 12:13
5358,Cookies,26-01-2017 12:13
5359,Bread,26-01-2017 12:18
5359,Baguette,26-01-2017 12:18
5360,Coffee,26-01-2017 12:19
5360,Bread,26-01-2017 12:19
5361,Coffee,26-01-2017 12:24
5362,Bread,26-01-2017 12:28
5362,Spanish Brunch,26-01-2017 12:28
5363,Coffee,26-01-2017 12:29
5363,Muffin,26-01-2017 12:29
5364,Hot chocolate,26-01-2017 12:30
5364,Baguette,26-01-2017 12:30
5365,Coffee,26-01-2017 12:36
5365,Sandwich,26-01-2017 12:36
5365,Medialuna,26-01-2017 12:36
5366,Bread,26-01-2017 12:41
5367,Coffee,26-01-2017 12:58
5367,Tea,26-01-2017 12:58
5367,Soup,26-01-2017 12:58
5368,Bread,26-01-2017 13:12
5368,Medialuna,26-01-2017 13:12
5369,Chicken Stew,26-01-2017 13:16
5370,Spanish Brunch,26-01-2017 13:25
5370,Tea,26-01-2017 13:25
5370,Coffee,26-01-2017 13:25
5371,Coffee,26-01-2017 13:40
5371,Soup,26-01-2017 13:40
5371,Coffee,26-01-2017 13:40
5371,Muffin,26-01-2017 13:40
5372,Cake,26-01-2017 13:41
5372,Soup,26-01-2017 13:41
5372,Tea,26-01-2017 13:41
5373,Sandwich,26-01-2017 13:42
5373,Bread,26-01-2017 13:42
5373,Muffin,26-01-2017 13:42
5374,Sandwich,26-01-2017 13:50
5374,Coffee,26-01-2017 13:50
5374,Bread,26-01-2017 13:50
5375,Bread,26-01-2017 13:52
5375,Baguette,26-01-2017 13:52
5376,Pastry,26-01-2017 14:06
5376,Bread,26-01-2017 14:06
5376,Jam,26-01-2017 14:06
5377,Bread,26-01-2017 14:10
5378,Pastry,26-01-2017 14:16
5379,Cake,26-01-2017 14:39
5379,Cake,26-01-2017 14:39
5380,Chicken Stew,26-01-2017 15:08
5380,Spanish Brunch,26-01-2017 15:08
5381,Bread,26-01-2017 15:21
5381,Farm House,26-01-2017 15:21
5382,Tea,26-01-2017 15:26
5382,Cake,26-01-2017 15:26
5383,Tea,26-01-2017 15:39
5383,Tea,26-01-2017 15:39
5383,Medialuna,26-01-2017 15:39
5384,Tea,26-01-2017 15:58
5384,Coffee,26-01-2017 15:58
5384,Cookies,26-01-2017 15:58
5385,Coffee,26-01-2017 16:32
5385,Muffin,26-01-2017 16:32
5386,Bread,26-01-2017 16:56
5387,Pastry,27-01-2017 08:29
5387,Hot chocolate,27-01-2017 08:29
5388,Bread,27-01-2017 08:35
5389,Bread,27-01-2017 08:39
5390,Bread,27-01-2017 08:56
5390,Cookies,27-01-2017 08:56
5391,Coffee,27-01-2017 09:00
5391,Toast,27-01-2017 09:00
5392,Bread,27-01-2017 09:12
